Project,Core Area,Repository,URL-Link,Accountable Engineering Manager,Exit Plan,Exit Date,Exit Plan State,Post 3/31 Exit Justification,ID
"DSAT-ML-and-AI-Enablement","Data Engineering","m2oorc-sql","https://dev.azure.com/geico/DSAT-ML-and-AI-Enablement/_git/m2oorc-sql",,,,"Not Started",,"1107"
"MEM","Site Reliability Engineering","MaaS","https://dev.azure.com/geico/MEM/_git/MaaS","Koppu, Gupta","Plan to Sunset","3/31/2024","In Progress",,"1108"
"MEM","Site Reliability Engineering","MaaS_AppServices","https://dev.azure.com/geico/MEM/_git/MaaS_AppServices","Koppu, Gupta","Plan to refactor into .NET Open Source","3/31/2024","In Progress",,"1109"
"IT Sales Interfaces","Core Insurance Platforms","Mac","https://dev.azure.com/geico/IT%20Sales%20Interfaces/_git/Mac","Hoffman, Justin","Immediately Archive","1/23/2024","Completed",,"1110"
"Enterprise Document Services","Enablement Platforms","MailLookupProcessor","https://dev.azure.com/geico/Enterprise%20Document%20Services/_git/MailLookupProcessor","Pawar, Prashant","Plan to refactor into .NET Open Source","2/12/2024","Completed",,"1111"
"Billing","Enterprise Engineering","Main_SIM","https://dev.azure.com/geico/Billing/_git/Main_SIM",,"Immediately Archive","2/21/2024","Completed",,"1112"
"Enterprise Integration","Exchange Platform","Main-Mule-Database.EsbGuaranteedDelivery","https://dev.azure.com/geico/Enterprise%20Integration/_git/Main-Mule-Database.EsbGuaranteedDelivery","Small, Dan","Plan to refactor into .NET Open Source","3/29/2024","Not Started",,"1113"
"BoatUS","Digital Engineering","MaintenanceBanner","https://dev.azure.com/geico/BoatUS/_git/MaintenanceBanner","Owens, Brian","Plan to Sunset","3/31/2024","Not Started",,"1114"
"BoatUS","Digital Engineering","MaintenanceBannerClient","https://dev.azure.com/geico/BoatUS/_git/MaintenanceBannerClient","Owens, Brian","Plan to Sunset","3/31/2024","Not Started",,"1115"
"BoatUS","Digital Engineering","MaintenanceBannerService","https://dev.azure.com/geico/BoatUS/_git/MaintenanceBannerService","Owens, Brian","Plan to Sunset","3/31/2024","Not Started",,"1116"
"MEM","Site Reliability Engineering","MAISPL","https://dev.azure.com/geico/MEM/_git/MAISPL","Koppu, Gupta","Immediately Archive","2/12/2024","Not Started",,"1117"
"Cloud Automation","Infrastructure","Marketplace.Features.Management.Api","https://dev.azure.com/geico/Cloud%20Automation/_git/Marketplace.Features.Management.Api","Chauhan, Vipul",,,"Not Started",,"1118"
"Cloud Automation","Infrastructure","MarketplaceShared.Certificate","https://dev.azure.com/geico/Cloud%20Automation/_git/MarketplaceShared.Certificate","Chauhan, Vipul",,,"Not Started",,"1119"
"Cloud Automation","Infrastructure","MarketplaceShared.Network","https://dev.azure.com/geico/Cloud%20Automation/_git/MarketplaceShared.Network","Chauhan, Vipul",,,"Not Started",,"1120"
"Underwriting Systems","Core Insurance Platforms","MCE-Api","https://dev.azure.com/geico/Underwriting%20Systems/_git/MCE-Api","Patel, Hiteshkumar","Immediately Archive","2/26/2024","Not Started",,"1121"
"Underwriting Systems","Core Insurance Platforms","MCE-Api1.1","https://dev.azure.com/geico/Underwriting%20Systems/_git/MCE-Api1.1","Patel, Hiteshkumar","Immediately Archive","2/26/2024","Not Started",,"1122"
"Underwriting Systems","Core Insurance Platforms","MCE-Batch","https://dev.azure.com/geico/Underwriting%20Systems/_git/MCE-Batch","Patel, Hiteshkumar","Immediately Archive","2/26/2024","Not Started",,"1123"
"Underwriting Systems","Core Insurance Platforms","MCE-Batch1.1","https://dev.azure.com/geico/Underwriting%20Systems/_git/MCE-Batch1.1","Patel, Hiteshkumar","Immediately Archive","2/26/2024","Not Started",,"1124"
"Underwriting Systems","Core Insurance Platforms","MCE-BusApi","https://dev.azure.com/geico/Underwriting%20Systems/_git/MCE-BusApi","Patel, Hiteshkumar","Immediately Archive","2/26/2024","Not Started",,"1125"
"Underwriting Systems","Core Insurance Platforms","MCE-Core","https://dev.azure.com/geico/Underwriting%20Systems/_git/MCE-Core","Patel, Hiteshkumar","Immediately Archive","2/26/2024","Not Started",,"1126"
"Underwriting Systems","Core Insurance Platforms","MCE-Portal","https://dev.azure.com/geico/Underwriting%20Systems/_git/MCE-Portal","Patel, Hiteshkumar","Immediately Archive","2/26/2024","Not Started",,"1127"
"Underwriting Systems","Core Insurance Platforms","MCE-Portal1.1","https://dev.azure.com/geico/Underwriting%20Systems/_git/MCE-Portal1.1","Patel, Hiteshkumar","Immediately Archive","2/26/2024","Not Started",,"1128"
"IBU Mobile","Digital Engineering","MCIT","https://dev.azure.com/geico/IBU%20Mobile/_git/MCIT","Savoye, Charlie","Plan to Sunset","3/15/2024","In Progress",,"1129"
"DOISCICD","Developer Engineering","MCIT","https://dev.azure.com/geico/DOISCICD/_git/MCIT","Theimer, James","Plan to Sunset","3/31/2024","Not Started",,"1130"
"DOISCICD","Developer Engineering","MCIT2","https://dev.azure.com/geico/DOISCICD/_git/MCIT2","Theimer, James","Plan to Sunset","3/31/2024","Not Started",,"1131"
"IBU Mobile","Digital Engineering","MCIT-Model","https://dev.azure.com/geico/IBU%20Mobile/_git/MCIT-Model","Savoye, Charlie","Plan to refactor into .NET Open Source","6/1/2024","In Progress","<div class=""ExternalClassF4C251E898A141D3B8990005B5A6BE34""><div style=""font-family&%2358;Calibri, Arial, Helvetica, sans-serif;font-size&%2358;11pt;color&%2358;rgb(0, 0, 0);"">Team is evaluating a replacement library for our model generation logic. The previous library is dependent on .NET Framework and not upgradable. Additionally, the previous library was modified to meet our needs and that same logic will likely need to be replicated in the new library. After analysis is complete it's possible this date will move.<p>As a last resort, the team can make model updates manually and we can remove the .NET Framework dependency prior to 3/31, but we need to discuss the risks / trade-offs to removing the automation.</p></div></div>","1132"
"Cloud Automation","Infrastructure","MeasureIT","https://dev.azure.com/geico/Cloud%20Automation/_git/MeasureIT","Shah, Sanket","Immediately Archive","2/8/2024","Not Started","<div class=""ExternalClass15DA4342227A440BAE68560C43001374""><div style=""font-family&%2358;Calibri, Arial, Helvetica, sans-serif;font-size&%2358;11pt;color&%2358;rgb(0, 0, 0);"">Workday team conducting initial review to determine if this function can be supported by Workday.</div></div>","1133"
"Media Services Modernization","Site Reliability Engineering","Media Services Background","https://dev.azure.com/geico/Media%20Services%20Modernization/_git/Media%20Services%20Background","Hobbs, Morgan","Plan to Sunset","6/30/2024","In Progress","<div class=""ExternalClass5998FD7C6CFE4A05BC5CE98A41719F57""><div style=""font-family&%2358;Calibri, Arial, Helvetica, sans-serif;font-size&%2358;11pt;color&%2358;rgb(0, 0, 0);"">The Azure Media Portal hosts a great deal of video and static content used across the organization, including by NOC, Communications and Media, Human Resources and Training and Development. The CISM Team just inherited this application from Brian Billings' cybersecurity team at the end of 2023, and the project to migrate off Azure Media Services just started on 1/2/2024.&%23160;</div><div style=""font-family&%2358;Calibri, Arial, Helvetica, sans-serif;font-size&%2358;11pt;color&%2358;rgb(0, 0, 0);""><p>By 3/31 we will have completed evaluation of content, coordinated&%23160; migration planning and testing with stakeholders, determined technical approach to migrate as well as new host solution (Sharepoint and/or Workday). In 2Q24 we will migrate the content and coordinate with stakeholders to verify, then sunset the application.&%23160;</p></div></div>","1134"
"Media Services Modernization","Site Reliability Engineering","Media Services Modernization IaaS","https://dev.azure.com/geico/Media%20Services%20Modernization/_git/Media%20Services%20Modernization%20IaaS","Hobbs, Morgan","Plan to Sunset","6/30/2024","In Progress","<div class=""ExternalClassB0F00D3136C9433C9308E9F134A486F7""><div style=""font-family&%2358;Calibri, Arial, Helvetica, sans-serif;font-size&%2358;11pt;color&%2358;rgb(0, 0, 0);""><span style=""font-family&%2358;Calibri, Arial, Helvetica, sans-serif;background-color&%2358;rgb(255, 255, 255);display&%2358;inline !important;"">The Azure Media Portal hosts a great deal of video and static content used across the organization, including by NOC, Communications and Meida, Human Resources and Training and Development. The CISM Team just inherited this application from Brian Billings' cybersecurity team at the end of 2023, and the project to migrate off Azure Media Services just started on 1/2/2024.&%23160;</span><p style=""font-family&%2358;Calibri, Arial, Helvetica, sans-serif;background-color&%2358;rgb(255, 255, 255);"">By 3/31 we will have completed evaluation of content, coordinated&%23160; migration planning and testing with stakeholders, determined technical approach to migrate as well as new host solution (Sharepoint and/or Workday). In 2Q24 we will migrate the content and coordinate with stakeholders to verify, then sunset the application.&%23160;</p><br></div></div>","1135"
"MEM","Site Reliability Engineering","MEM91CanaryAppUI","https://dev.azure.com/geico/MEM/_git/MEM91CanaryAppUI","Koppu, Gupta","Immediately Archive","2/12/2024","Not Started",,"1136"
"BoatUS","Digital Engineering","MemberPolicySearchService","https://dev.azure.com/geico/BoatUS/_git/MemberPolicySearchService","Masilela, Mbonisi","Plan to refactor into .NET Open Source","3/31/2024","Not Started",,"1137"
"BoatUS","Digital Engineering","MemberServicesPortal","https://dev.azure.com/geico/BoatUS/_git/MemberServicesPortal","Mokha, Rajie","Plan to Sunset","3/31/2024","Not Started",,"1138"
"BoatUS","Digital Engineering","MembershipApi","https://dev.azure.com/geico/BoatUS/_git/MembershipApi","Owens, Brian","Plan to refactor into .NET Open Source","3/31/2024","Not Started",,"1139"
"BoatUS","Digital Engineering","MembershipAPIWebService","https://dev.azure.com/geico/BoatUS/_git/MembershipAPIWebService","Masilela, Mbonisi","Plan to refactor into .NET Open Source","3/31/2024","Not Started",,"1140"
"BoatUS","Digital Engineering","MembershipRefunds","https://dev.azure.com/geico/BoatUS/_git/MembershipRefunds","Owens, Brian","Plan to Sunset","2/1/2024","Completed",,"1141"
"BoatUS","Digital Engineering","MembershipResponsive","https://dev.azure.com/geico/BoatUS/_git/MembershipResponsive","Masilela, Mbonisi","Plan to refactor into .NET Open Source","3/31/2024","Not Started",,"1142"
"BoatUS","Digital Engineering","MemberVerifyLookup","https://dev.azure.com/geico/BoatUS/_git/MemberVerifyLookup","Owens, Brian","Plan to refactor into .NET Open Source","4/29/2024","Not Started","<div class=""ExternalClass4DEE60C3C4454ED998C988E196148B46""><div style=""font-family&%2358;Calibri, Arial, Helvetica, sans-serif;font-size&%2358;11pt;color&%2358;rgb(0, 0, 0);"">This application has dependency on two other services that will be addressed together.</div></div>","1143"
"MEM","Site Reliability Engineering","MEMWorkerRoleTest","https://dev.azure.com/geico/MEM/_git/MEMWorkerRoleTest","Koppu, Gupta","Immediately Archive","2/12/2024","Not Started",,"1144"
"ITFoundation","Core Insurance Platforms","Messaging","https://dev.azure.com/geico/ITFoundation/_git/Messaging","Hoffman, Justin","Plan to refactor into .NET Open Source","6/14/2024","Not Started","<div class=""ExternalClass1DBA2AAC8BDE44CD9ACE4DD389C34B32""><div style=""font-family&%2358;Calibri, Arial, Helvetica, sans-serif;font-size&%2358;11pt;color&%2358;rgb(0, 0, 0);""><div tabindex=""0"" style=""display&%2358;inline-block;vertical-align&%2358;top;font-size&%2358;14px;outline&%2358;0px;padding&%2358;6px 0px 7px 6px;border&%2358;2px solid rgb(105, 121, 126);box-sizing&%2358;border-box;background-color&%2358;rgb(250, 249, 248);border-radius&%2358;2px;min-height&%2358;62px;margin-left&%2358;-2px;color&%2358;rgb(50, 49, 48);""><div><div style=""max-height&%2358;none;word-break&%2358;break-word;""><div style=""font-family&%2358;Calibri, Arial, Helvetica, sans-serif;font-size&%2358;11pt;color&%2358;rgb(0, 0, 0);"">resources currently working on PACE-GTR</div></div></div></div><button type=""button"" title=""Edit"" style=""outline&%2358;transparent;font-size&%2358;14px;border&%2358;none;border-radius&%2358;2px;box-sizing&%2358;border-box;cursor&%2358;pointer;display&%2358;inline-block;padding&%2358;0px 4px;text-align&%2358;center;width&%2358;32px;height&%2358;32px;background-color&%2358;rgb(255, 255, 255);color&%2358;rgb(105, 121, 126);opacity&%2358;1;box-shadow&%2358;rgba(0, 0, 0, 0.1) 0px 0.3px 0.9px, rgba(0, 0, 0, 0.13) 0px 1.6px 3.6px;top&%2358;38px;right&%2358;13px;""><span style=""display&%2358;flex;height&%2358;32px;flex-wrap&%2358;nowrap;justify-content&%2358;center;align-items&%2358;center;""><i style=""display&%2358;inline-block;font-weight&%2358;normal;speak&%2358;none;font-family&%2358;FabricMDL2Icons;font-size&%2358;16px;margin&%2358;0px 4px;height&%2358;16px;line-height&%2358;16px;flex-shrink&%2358;0;""></i></span></button><br><br></div></div>","1145"
"ITFoundation","Core Insurance Platforms","Messaging.MqAdapter","https://dev.azure.com/geico/ITFoundation/_git/Messaging.MqAdapter","Hoffman, Justin","Plan to refactor into .NET Open Source","6/14/2024","Not Started","<div class=""ExternalClassBD52C900459A46FE9B0176DB969F7853""><div style=""font-family&%2358;Calibri, Arial, Helvetica, sans-serif;font-size&%2358;11pt;color&%2358;rgb(0, 0, 0);""><div tabindex=""0"" style=""display&%2358;inline-block;vertical-align&%2358;top;font-size&%2358;14px;outline&%2358;0px;padding&%2358;6px 0px 7px 6px;border&%2358;2px solid rgb(105, 121, 126);box-sizing&%2358;border-box;background-color&%2358;rgb(250, 249, 248);border-radius&%2358;2px;min-height&%2358;62px;margin-left&%2358;-2px;color&%2358;rgb(50, 49, 48);""><div><div style=""max-height&%2358;none;word-break&%2358;break-word;""><div style=""font-family&%2358;Calibri, Arial, Helvetica, sans-serif;font-size&%2358;11pt;color&%2358;rgb(0, 0, 0);"">resources currently working on PACE-GTR</div></div></div></div><button type=""button"" title=""Edit"" style=""outline&%2358;transparent;font-size&%2358;14px;border&%2358;none;border-radius&%2358;2px;box-sizing&%2358;border-box;cursor&%2358;pointer;display&%2358;inline-block;padding&%2358;0px 4px;text-align&%2358;center;width&%2358;32px;height&%2358;32px;background-color&%2358;rgb(255, 255, 255);color&%2358;rgb(105, 121, 126);opacity&%2358;1;box-shadow&%2358;rgba(0, 0, 0, 0.1) 0px 0.3px 0.9px, rgba(0, 0, 0, 0.13) 0px 1.6px 3.6px;top&%2358;38px;right&%2358;13px;""><span style=""display&%2358;flex;height&%2358;32px;flex-wrap&%2358;nowrap;justify-content&%2358;center;align-items&%2358;center;""><i style=""display&%2358;inline-block;font-weight&%2358;normal;speak&%2358;none;font-family&%2358;FabricMDL2Icons;font-size&%2358;16px;margin&%2358;0px 4px;height&%2358;16px;line-height&%2358;16px;flex-shrink&%2358;0;""></i></span></button><br><br></div></div>","1146"
"SSP","Core Insurance Platforms","MessagingAPI","https://dev.azure.com/geico/SSP/_git/MessagingAPI","Shrestha, Mary","Immediately Archive","3/31/2024","Not Started",,"1147"
"Cloud Automation","Infrastructure","MetricsDashboardBot","https://dev.azure.com/geico/Cloud%20Automation/_git/MetricsDashboardBot","Joshi, Abhijit","Immediately Archive","2/8/2024","Not Started",,"1148"
"Cloud Automation","Infrastructure","MetricsDashboardProcessor","https://dev.azure.com/geico/Cloud%20Automation/_git/MetricsDashboardProcessor","Joshi, Abhijit","Immediately Archive","2/8/2024","Not Started",,"1149"
"Cloud Automation","Infrastructure","MetricsDashboardScoring","https://dev.azure.com/geico/Cloud%20Automation/_git/MetricsDashboardScoring","Joshi, Abhijit","Immediately Archive","2/8/2024","Not Started",,"1150"
"Cloud Automation","Infrastructure","MetricsDashboardServices","https://dev.azure.com/geico/Cloud%20Automation/_git/MetricsDashboardServices","Joshi, Abhijit","Immediately Archive","2/8/2024","Not Started",,"1151"
"Cloud Automation","Infrastructure","MetricsDashboardViolationCompiler","https://dev.azure.com/geico/Cloud%20Automation/_git/MetricsDashboardViolationCompiler","Joshi, Abhijit","Immediately Archive","2/8/2024","Not Started",,"1152"
"Integration Platforms Group","Exchange Platform","MftAutomationDB","https://dev.azure.com/geico/Integration%20Platforms%20Group/_git/MftAutomationDB","Varughese, Elizabeth","Plan to Sunset","3/31/2024","Not Started",,"1153"
"InSite-ChangeOfAddress","Core Insurance Platforms","Misc-Audits","https://dev.azure.com/geico/InSite-ChangeOfAddress/_git/Misc-Audits",,,,"Not Started",,"1154"
